TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern9,144,0.359811,1.178217,0.4022204,30.21639,64979.37,False,0.3861608,8337.211,38,0,0,0,0
2,Pattern10,155,0.5584966,0.8720003,0.2895918,21.99672,15945.8,True,0.03489559,3973.201,28,0,0,0,0
3,Pattern3,32,0.3397938,0.9576083,0.162486,11.95646,18902.42,True,0.001977122,4354.917,12,0,0,0,0
4,Pattern2,16,0.5554645,0.7632089,0.2535718,18.85395,29584.09,False,0.1077475,5717.373,17,0,0,0,0
5,Pattern7,112,0.2894148,0.7619168,0.1295604,9.362972,7669.515,False,0.06599702,1516.524,26,0,0,0,0
6,Pattern4,48,0.4199477,0.525089,0.1632449,11.80655,17411.7,False,0.1502396,4603.328,21,0,0,0,0
7,Pattern1,5,0.5883743,0.8277369,0.2655573,20.1819,13652.96,True,0.01083766,3108.318,34,0,0,0,0
8,Pattern8,128,0.5584944,0.5826189,0.2194305,15.99569,13183.96,False,0.2205099,2733.605,39,0,0,0,0
9,Pattern6,96,0.1517407,0.7337419,0.06685933,4.799557,3202.758,True,0.04002333,735.9725,27,0,0,0,0
10,Pattern5,64,0.06418863,1.734551,0.09583865,6.88186,8767.282,False,0.08490254,1362.838,24,0,0,0,0
